bigram,frequency,bigrams
"('one', 'rolled')",1,one rolled
"('rolled', 'bed')",1,rolled bed
"('bed', 'motion')",1,bed motion
"('activated', 'closet')",1,activated closet
"('closet', 'light')",1,closet light
"('light', 'would')",1,light would
"('would', 'turn')",1,would turn
"('turn', 'rooms')",1,turn rooms
"('rooms', 'bathrooms')",1,rooms bathrooms
"('bathrooms', 'compact')",1,bathrooms compact
"('compact', 'polite')",1,compact polite
"('polite', 'way')",1,polite way
"('way', 'saying')",1,way saying
"('saying', 'small')",1,saying small
"('small', 'five')",1,small five
"('hotel', 'getting')",1,hotel getting
"('euros', 'addition')",1,euros addition
"('turned', '460')",1,turned 460
"('fronm', 'pool')",1,fronm pool
"('however', 'know')",1,however know
"('cities', 'italy')",1,cities italy
"('italy', 'romeo')",1,italy romeo
"('beautiful', 'luxury')",1,beautiful luxury
"('staff', 'polite')",1,staff polite
"('polite', 'attentive')",1,polite attentive
"('attentive', 'spa')",1,attentive spa
"('great', 'enjoy')",1,great enjoy
"('enjoy', 'however')",1,enjoy however
"('know', 'would')",1,know would
"('difference', 'turned')",1,difference turned
"('would', 'pay')",1,would pay
"('pay', 'euros')",1,pay euros
"('euros', 'day')",1,euros day
"('day', 'included')",1,day included
"('room', 'dinner')",1,room dinner
"('dinner', 'terrace')",1,dinner terrace
"('restaurant', 'delicious')",1,restaurant delicious
"('delicious', 'although')",1,delicious although
"('compared', 'cities')",1,compared cities
"('run', 'compared')",1,run compared
"('naples', 'run')",1,naples run
"('gorgeous', 'naples')",1,gorgeous naples
"('class', 'hotel')",1,class hotel
"('room', 'stayed')",1,room stayed
"('stayed', 'clean')",1,stayed clean
"('clean', 'high')",1,clean high
"('standard', 'offering')",1,standard offering
"('offering', 'great')",1,offering great
"('great', 'amenities')",1,great amenities
"('amenities', 'restaurant')",1,amenities restaurant
"('restaurant', 'high')",1,restaurant high
"('standard', 'staff')",1,standard staff
"('helpful', 'wife')",1,helpful wife
"('wife', 'great')",1,wife great
"('great', 'visit')",1,great visit
"('visit', 'felt')",1,visit felt
"('safe', 'secure')",1,safe secure
"('secure', 'beautiful')",1,secure beautiful
"('beautiful', 'modern')",1,beautiful modern
"('although', 'room')",1,although room
"('room', 'water')",1,room water
"('water', 'view')",1,water view
"('told', 'illegal')",1,told illegal
"('italy', 'sleep')",1,italy sleep
"('sleep', 'king')",1,sleep king
"('bed', 'child')",1,bed child
"('child', 'must')",1,child must
"('get', 'upgrade')",1,get upgrade
"('upgrade', 'bigger')",1,upgrade bigger
"('bigger', 'room')",1,bigger room
"('room', 'away')",1,room away
"('away', 'nearly')",1,away nearly
"('nearly', 'midnight')",1,nearly midnight
"('midnight', 'manager')",1,midnight manager
"('manager', 'well')",1,manager well
"('well', 'truly')",1,well truly
"('truly', 'knew')",1,truly knew
"('knew', 'option')",1,knew option
"('option', 'pay')",1,option pay
"('pay', 'difference')",1,pay difference
"('illegal', 'italy')",1,illegal italy
"('advance', 'told')",1,advance told
"('room', 'still')",1,room still
"('months', 'advance')",1,months advance
"('still', 'large')",1,still large
"('large', 'spacious')",1,large spacious
"('spacious', 'would')",1,spacious would
"('truly', 'lives')",1,truly lives
"('lives', 'expectation')",1,lives expectation
"('expectation', 'fleeced')",1,expectation fleeced
"('fleeced', 'naples')",1,fleeced naples
"('naples', 'arrived')",1,naples arrived
"('arrived', 'late')",1,arrived late
"('late', 'night')",1,late night
"('naples', 'intention')",1,naples intention
"('intention', 'staying')",1,intention staying
"('leaving', 'morning')",1,leaving morning
"('morning', 'amalfi')",1,morning amalfi
"('coast', 'king')",1,coast king
"('room', 'prepaid')",1,room prepaid
"('prepaid', 'months')",1,prepaid months
"('hotel', 'quick')",1,hotel quick
"('quick', 'change')",1,quick change
"('pace', 'trip')",1,pace trip
"('road', 'near')",1,road near
"('restaurants', 'overlooking')",1,restaurants overlooking
"('naples', 'food')",1,naples food
"('good', 'rooms')",1,good rooms
"('well', 'furnished')",1,well furnished
"('furnished', 'quiet')",1,furnished quiet
"('quiet', 'considering')",1,quiet considering
"('considering', 'close')",1,considering close
"('close', 'main')",1,close main
"('near', 'docks')",1,near docks
"('trip', 'mostly')",1,trip mostly
"('docks', 'would')",1,docks would
"('would', 'good')",1,would good
"('location', 'planning')",1,location planning
"('planning', 'catch')",1,planning catch
"('catch', 'cruise')",1,catch cruise
"('ship', 'recommended')",1,ship recommended
"('recommended', 'friend')",1,recommended friend
"('friend', 'enjoyed')",1,friend enjoyed
"('interior', 'restaurants')",1,interior restaurants
"('amazing', 'interior')",1,amazing interior
"('cheap', 'amazing')",1,cheap amazing
"('although', 'cheap')",1,although cheap
"('perfect', 'front')",1,perfect front
"('front', 'deluxe')",1,front deluxe
"('deluxe', 'lots')",1,deluxe lots
"('lots', 'special')",1,lots special
"('special', 'little')",1,special little
"('little', 'touches')",1,little touches
"('touches', 'thoughtful')",1,touches thoughtful
"('thoughtful', 'chocolates')",1,thoughtful chocolates
"('water', 'slippers')",1,water slippers
"('slippers', 'coffee')",1,slippers coffee
"('coffee', 'machine')",1,coffee machine
"('machine', 'would')",1,machine would
"('love', 'back')",1,love back
"('soon', 'well')",1,soon well
"('worth', 'every')",1,worth every
"('every', 'penny')",1,every penny
"('penny', 'nice')",1,penny nice
"('enjoyed', 'night')",1,enjoyed night
"('stay', 'lovely')",1,stay lovely
"('hotel', 'twin')",1,hotel twin
"('alibus', 'airport')",1,alibus airport
"('stop', 'located')",1,stop located
"('located', 'nearby')",1,located nearby
"('perfect', 'access')",1,perfect access
"('access', 'ferries')",1,access ferries
"('ferries', 'molo')",1,ferries molo
"('molo', 'beverollo')",1,molo beverollo
"('beverollo', 'staff')",1,beverollo staff
"('breakfast', 'daily')",1,breakfast daily
"('daily', 'highlight')",1,daily highlight
"('highlight', 'food')",1,highlight food
"('food', 'spectacular')",1,food spectacular
"('spectacular', 'views')",1,spectacular views
"('pool', 'plunge')",1,pool plunge
"('pool', 'suitable')",1,pool suitable
"('suitable', 'swimmer')",1,suitable swimmer
"('swimmer', 'limited')",1,swimmer limited
"('limited', 'number')",1,limited number
"('shuttle', 'stop')",1,shuttle stop
"('waterfront', 'alibus')",1,waterfront alibus
"('twin', 'room')",1,twin room
"('ideal', 'waterfront')",1,ideal waterfront
"('excellent', 'lovely')",1,excellent lovely
"('lovely', 'view')",1,lovely view
"('port', 'looking')",1,port looking
"('looking', 'towards')",1,looking towards
"('towards', 'versuvius')",1,towards versuvius
"('versuvius', 'staff')",1,versuvius staff
"('breakfast', 'fabulous')",1,breakfast fabulous
"('fabulous', 'lots')",1,fabulous lots
"('lots', 'choice')",1,lots choice
"('ideal', 'train')",1,ideal train
"('station', 'ferry')",1,station ferry
"('ferry', 'get')",1,ferry get
"('get', 'places')",1,get places
"('places', 'sorrento')",1,places sorrento
"('sorrento', 'would')",1,sorrento would
"('highly', 'would')",1,highly would
"('visit', 'location')",1,visit location
"('room', 'perfect')",1,room perfect
"('cocktail', 'room')",1,cocktail room
"('naples', 'cocktail')",1,naples cocktail
"('early', 'wife')",1,early wife
"('european', 'holiday')",1,european holiday
"('holiday', 'hotel')",1,holiday hotel
"('hotel', 'quirky')",1,hotel quirky
"('quirky', 'pleasant')",1,quirky pleasant
"('pleasant', 'loved')",1,pleasant loved
"('loved', 'various')",1,loved various
"('various', 'chic')",1,various chic
"('chic', 'statues')",1,chic statues
"('statues', 'etc')",1,statues etc
"('etc', 'staff')",1,etc staff
"('staff', 'pleasant')",1,staff pleasant
"('pleasant', 'attentive')",1,pleasant attentive
"('attentive', 'check')",1,attentive check
"('check', 'smooth')",1,check smooth
"('smooth', 'staff')",1,smooth staff
"('staff', 'accompanied')",1,staff accompanied
"('accompanied', 'room')",1,accompanied room
"('days', 'european')",1,days european
"('flight', 'early')",1,flight early
"('explained', 'everything')",1,explained everything
"('breakfast', 'flight')",1,breakfast flight
"('mostly', 'historically')",1,mostly historically
"('historically', 'based')",1,historically based
"('based', 'stay')",1,based stay
"('wonderful', 'snap')",1,wonderful snap
"('snap', 'back')",1,snap back
"('back', 'modern')",1,back modern
"('modern', 'world')",1,modern world
"('world', 'heading')",1,world heading
"('back', 'rooms')",1,back rooms
"('rooms', 'lovely')",1,rooms lovely
"('lovely', 'clean')",1,lovely clean
"('clean', 'gym')",1,clean gym
"('wonderful', 'amenities')",1,wonderful amenities
"('amenities', 'unfortunately')",1,amenities unfortunately
"('get', 'experience')",1,get experience
"('experience', 'complimentary')",1,experience complimentary
"('complimentary', 'breakfast')",1,complimentary breakfast
"('room', 'explained')",1,room explained
"('everything', 'including')",1,everything including
"('pool', 'views')",1,pool views
"('keen', 'naples')",1,keen naples
"('sorrento', 'next')",1,sorrento next
"('time', 'stayed')",1,time stayed
"('nights', 'amazing')",1,nights amazing
"('hotel', 'going')",1,hotel going
"('going', 'procida')",1,going procida
"('procida', 'moment')",1,procida moment
"('arrived', 'like')",1,arrived like
"('like', 'living')",1,like living
"('living', 'dream')",1,living dream
"('dream', 'staff')",1,dream staff
"('could', 'anymore')",1,could anymore
"('anymore', 'wonderful')",1,anymore wonderful
"('wonderful', 'spent')",1,wonderful spent
"('spent', 'time')",1,spent time
"('time', 'laying')",1,time laying
"('laying', 'amazing')",1,laying amazing
"('amazing', 'rooftop')",1,amazing rooftop
"('stay', 'sorrento')",1,stay sorrento
"('stay', 'keen')",1,stay keen
"('including', 'use')",1,including use
"('action', 'naples')",1,action naples
"('use', 'shower')",1,use shower
"('shower', 'junior')",1,shower junior
"('suite', 'spacious')",1,suite spacious
"('top', 'level')",1,top level
"('level', 'nice')",1,level nice
"('nice', 'great')",1,nice great
"('great', 'outlook')",1,great outlook
"('outlook', 'staff')",1,outlook staff
"('staff', 'efficient')",1,staff efficient
"('efficient', 'pleasant')",1,efficient pleasant
"('pleasant', 'happy')",1,pleasant happy
"('main', 'drag')",1,main drag
"('drag', 'nothing')",1,drag nothing
"('much', 'around')",1,much around
"('around', 'walk')",1,around walk
"('walk', 'mins')",1,walk mins
"('mins', 'action')",1,mins action
"('pool', 'first')",1,pool first
"('terrific', 'fronm')",1,terrific fronm
"('walls', 'room')",1,walls room
"('helpful', 'polite')",1,helpful polite
"('ravello', 'sorrento')",1,ravello sorrento
"('amalfi', 'etc')",1,amalfi etc
"('etc', 'especially')",1,etc especially
"('especially', 'rooftop')",1,especially rooftop
"('restaurant', 'welcomed')",1,restaurant welcomed
"('welcomed', 'places')",1,welcomed places
"('places', 'relax')",1,places relax
"('relax', 'staff')",1,relax staff
"('polite', 'feel')",1,polite feel
"('cubicle', 'sealed')",1,cubicle sealed
"('feel', 'home')",1,feel home
"('home', 'back')",1,home back
"('back', 'disappointing')",1,back disappointing
"('disappointing', 'choice')",1,disappointing choice
"('choice', 'definitely')",1,choice definitely
"('definitely', 'find')",1,definitely find
"('find', 'another')",1,find another
"('another', 'place')",1,another place
"('ercolano', 'ravello')",1,ercolano ravello
"('pompeij', 'ercolano')",1,pompeij ercolano
"('capri', 'pompeij')",1,capri pompeij
"('naples', 'attractive')",1,naples attractive
"('properly', 'leaked')",1,properly leaked
"('leaked', 'cubicle')",1,leaked cubicle
"('cubicle', 'next')",1,cubicle next
"('next', 'door')",1,next door
"('door', 'enormous')",1,door enormous
"('enormous', 'pillows')",1,enormous pillows
"('pillows', 'comfortable')",1,pillows comfortable
"('comfortable', 'super')",1,comfortable super
"('expensive', 'breakfast')",1,expensive breakfast
"('breakfast', 'quite')",1,breakfast quite
"('quite', 'hotel')",1,quite hotel
"('hotel', 'price')",1,hotel price
"('price', 'category')",1,price category
"('category', 'hotel')",1,category hotel
"('point', 'getting')",1,point getting
"('getting', 'know')",1,getting know
"('know', 'naples')",1,know naples
"('city', 'next')",1,city next
"('time', 'apparently')",1,time apparently
"('apparently', 'design')",1,apparently design
"('theory', 'overlooks')",1,theory overlooks
"('bay', 'actually')",1,bay actually
"('actually', 'looks')",1,actually looks
"('looks', 'lorries')",1,looks lorries
"('lorries', 'waiting')",1,lorries waiting
"('waiting', 'load')",1,waiting load
"('load', 'harbour')",1,load harbour
"('harbour', 'cruise')",1,harbour cruise
"('ships', 'car')",1,ships car
"('car', 'parks')",1,car parks
"('parks', 'much')",1,parks much
"('much', 'nearby')",1,much nearby
"('nearby', 'good')",1,nearby good
"('good', 'execution')",1,good execution
"('execution', 'inside')",1,execution inside
"('inside', 'either')",1,inside either
"('either', 'simple')",1,either simple
"('simple', 'order')",1,simple order
"('overlooks', 'bay')",1,overlooks bay
"('either', 'theory')",1,either theory
"('hotel', 'aesthetics')",1,hotel aesthetics
"('great', 'either')",1,great either
"('aesthetics', 'resonate')",1,aesthetics resonate
"('resonate', 'decor')",1,resonate decor
"('decor', 'trying')",1,decor trying
"('trying', 'hard')",1,trying hard
"('hard', 'eclectic')",1,hard eclectic
"('eclectic', 'random')",1,eclectic random
"('random', 'stuff')",1,random stuff
"('stuff', 'thrown')",1,stuff thrown
"('thrown', 'together')",1,thrown together
"('together', 'expensive')",1,together expensive
"('room', 'yet')",1,room yet
"('yet', 'nothing')",1,yet nothing
"('nothing', 'quite')",1,nothing quite
"('quite', 'worked')",1,quite worked
"('worked', 'priced')",1,worked priced
"('priced', 'certainly')",1,priced certainly
"('certainly', 'location')",1,certainly location
"('sealed', 'properly')",1,sealed properly
"('shower', 'cubicle')",1,shower cubicle
"('views', 'terrific')",1,views terrific
"('inviting', 'lovely')",1,inviting lovely
"('close', 'heart')",1,close heart
"('heart', 'town')",1,heart town
"('town', 'wonderful')",1,town wonderful
"('bar', 'rooms')",1,bar rooms
"('rooms', 'quite')",1,rooms quite
"('bathrooms', 'modern')",1,bathrooms modern
"('modern', 'yet')",1,modern yet
"('yet', 'inviting')",1,yet inviting
"('staff', 'particularly')",1,staff particularly
"('properly', 'shower')",1,properly shower
"('particularly', 'good')",1,particularly good
"('service', 'checkout')",1,service checkout
"('checkout', 'allowed')",1,checkout allowed
"('allowed', 'utilize')",1,allowed utilize
"('utilize', 'hotel')",1,utilize hotel
